datetime,close,high,low,open,volume,ema_9,ema_21,ema_200,macd,macd_signal,macd_hist,rsi,vwap,tr,atr
2025-06-24 13:30:00+00:00,604.3900146484375,604.77001953125,603.9400024414062,604.3300170898438,3766242,604.3900146484375,604.3900146484375,604.3900146484375,0.0,0.0,0.0,,604.3900146484375,0.83001708984375,
2025-06-24 13:35:00+00:00,604.9299926757812,605.0700073242188,604.3790283203125,604.4000244140625,1435458,604.4980102539063,604.4391035600141,604.3953875641325,0.04307517027245922,0.008615034054491844,0.034460136217967376,,604.5390266597367,0.69097900390625,
2025-06-24 13:40:00+00:00,604.969970703125,605.385009765625,604.9199829101562,605.0650024414062,1065315,604.59240234375,604.4873642093879,604.4011048092966,0.07952176830508506,0.02279638090461049,0.05672538740047457,,604.6122818144765,0.46502685546875,
2025-06-24 13:45:00+00:00,604.8800048828125,605.4099731445312,604.8400268554688,604.969970703125,1536096,604.6499228515626,604.5230588160629,604.4058699841574,0.09999380368117272,0.03823586545992294,0.06175793822124978,,604.664984939471,0.5699462890625,
2025-06-24 13:50:00+00:00,604.4990234375,604.9249877929688,604.4199829101562,604.8800048828125,1169672,604.6197429687501,604.5208737816481,604.4067968841907,0.08450193486339685,0.047489079340617725,0.03701285552277913,,604.6433505678459,0.5050048828125,
2025-06-24 13:55:00+00:00,604.0499877929688,604.5999145507812,603.7999877929688,604.5,1146130,604.5057919335939,604.4780659644954,604.4032465449746,0.03558093853507671,0.045107451179509525,-0.009526512644432814,,604.5761426694115,0.7999267578125,
2025-06-24 14:00:00+00:00,604.3900146484375,604.5800170898438,603.8104248046875,604.02001953125,962882,604.4826364765627,604.4700612993993,604.4031148843127,0.02397169126652443,0.04088029919691251,-0.016908607930388078,,604.5599702604209,0.76959228515625,
2025-06-24 14:05:00+00:00,604.1199951171875,604.5700073242188,603.4099731445312,604.3900146484375,1353471,604.4101082046876,604.4382371010164,604.400297772202,-0.006937074086522443,0.03131682454022552,-0.03825389862674796,,604.5120827767846,1.1600341796875,
2025-06-24 14:10:00+00:00,604.0800170898438,604.3098754882812,603.969970703125,604.1300048828125,782790,604.3440899817189,604.4056716454552,604.3971108997407,-0.034263418648833976,0.01820077590241362,-0.052464194551247595,,604.486495300148,0.33990478515625,
2025-06-24 14:15:00+00:00,604.5250244140625,604.6099853515625,604.0599975585938,604.0850219726562,844488,604.3802768681876,604.4165218971467,604.3983836710275,-0.019783321788281683,0.01060395636427456,-0.030387278152556242,,604.4888090617513,0.54998779296875,
2025-06-24 14:20:00+00:00,604.8800048828125,604.905029296875,604.52001953125,604.5399780273438,616041,604.4802224711126,604.4586567140254,604.4031759218911,0.020104464675569034,0.012504058026533454,0.007600406649035579,,604.5052270383344,0.385009765625,
2025-06-24 14:25:00+00:00,604.5999145507812,604.9600219726562,604.3400268554688,604.8800048828125,754680,604.5041608870463,604.4714983355487,604.4051335201885,0.028783080407720263,0.015759862502770818,0.013023217904949445,,604.5098572168412,0.6199951171875,
2025-06-24 14:30:00+00:00,604.969970703125,604.9849853515625,604.530029296875,604.5999755859375,699494,604.597322850262,604.5168140053285,604.4107537906655,0.06477470226047899,0.02556283045431245,0.03921187180616654,,604.529807097886,0.4549560546875,
2025-06-24 14:35:00+00:00,604.8410034179688,604.989990234375,604.72998046875,604.9749755859375,423438,604.6460589638034,604.5462857701139,604.4150348814845,0.081947104585538,0.03683968528055756,0.04510741930498044,,604.5377661930444,0.260009765625,0.6000279017857143
2025-06-24 14:40:00+00:00,605.239990234375,605.3300170898438,604.780029296875,604.8350219726562,713281,604.7648452179177,604.6093498123195,604.4232433924586,0.12629540395994354,0.054730829016434765,0.07156457494350878,60.29511784013957,604.5667701424645,0.54998779296875,0.5800258091517857
2025-06-24 14:45:00+00:00,605.10498046875,605.35498046875,605.0399780273438,605.2401123046875,574303,604.8328722680842,604.6544071447222,604.4300268459541,0.14883194890194318,0.07355105299353645,0.07528089590840673,52.35003852522173,604.584092469219,0.31500244140625,0.5531703404017857
2025-06-24 14:50:00+00:00,605.239990234375,605.260009765625,604.9600219726562,605.0999755859375,701783,604.9142958613423,604.7076419710543,604.4380861831523,0.17556270531497375,0.09395338345782392,0.08160932185714984,53.53603171558284,604.6089123076085,0.29998779296875,0.5413818359375
2025-06-24 14:55:00+00:00,604.780029296875,605.3099975585938,604.5499877929688,605.3099975585938,709145,604.8874425484489,604.7142226370379,604.4414886021943,0.15781285044977267,0.10672527685621366,0.051087573593559005,48.80643562913521,604.6152144936012,0.760009765625,0.5549577985491071
2025-06-24 15:00:00+00:00,605.2999877929688,605.4600219726562,605.0800170898438,605.280029296875,1104072,604.969951597353,604.7674740148498,604.4500308826996,0.1835860025889815,0.12209742200276724,0.06148858058621426,59.25523661753297,604.65235026446,0.3800048828125,0.5460292271205357
2025-06-24 15:05:00+00:00,605.1300048828125,605.3400268554688,604.969970703125,605.2999877929688,838585,605.0019622544448,604.8004313664827,604.4567967931486,0.18812660470734954,0.13530325854368372,0.052823346163665824,63.3400177917163,604.6712466687648,0.37005615234375,0.5153241838727679
2025-06-24 15:10:00+00:00,605.4199829101562,605.469970703125,605.1199951171875,605.2050170898438,385683,605.0855663855871,604.8567542340893,604.4663807346113,0.21267231390788766,0.1507770696165245,0.061895244291363144,62.88108941575195,604.6846263742822,0.3499755859375,0.4853515625
2025-06-24 15:15:00+00:00,605.35498046875,605.530029296875,605.3250122070312,605.4299926757812,412399,605.1394492022197,604.9020475281493,604.4752225230108,0.22429428660052508,0.16548051301332464,0.05881377358720044,66.27993048403707,604.6971950365893,0.20501708984375,0.4171360560825893
2025-06-24 15:20:00+00:00,605.6500244140625,605.739990234375,605.2949829101562,605.344970703125,465378,605.2415642445883,604.9700454268686,604.486912094066,0.2543800296569998,0.18326041634205967,0.07111961331494013,69.39221687800612,604.7169372237212,0.44500732421875,0.4246433803013393
2025-06-24 15:25:00+00:00,605.7550048828125,605.760009765625,605.6300048828125,605.6599731445312,381520,605.3442523722331,605.041405377409,604.4995299327601,0.28342707338038053,0.20329374774972384,0.0801333256306567,66.58546220700553,604.7342753541084,0.1300048828125,0.3946446010044643
2025-06-24 15:30:00+00:00,605.9099731445312,605.9400024414062,605.6599731445312,605.760009765625,425350,605.4573965266927,605.1203660835109,604.5135641935738,0.3153169310969588,0.22569838441917084,0.08961854667778796,64.68029578077426,604.7557679443139,0.280029296875,0.38714599609375
2025-06-24 15:35:00+00:00,605.989990234375,606.10009765625,605.7999877929688,605.9099731445312,512523,605.5639152682293,605.1994228244985,604.5282549999499,0.34309163669047393,0.24917703487343146,0.09391460181704248,71.011310589147,604.7823685113974,0.30010986328125,0.3642970493861607
2025-06-24 15:40:00+00:00,605.989990234375,606.1199951171875,605.864990234375,605.989990234375,517938,605.6491302614584,605.2712925890327,604.5427996291482,0.3609425697145525,0.2715301418416557,0.08941242787289683,67.35987036190635,604.808110100768,0.2550048828125,0.3500148228236607
2025-06-24 15:45:00+00:00,606.1199951171875,606.1599731445312,605.8499755859375,605.9949951171875,450944,605.7433032326041,605.3484473643194,604.5584931165914,0.3811857976960482,0.2934612730125342,0.087724524683514,71.75967269630952,604.832013461009,0.30999755859375,0.3535853794642857
2025-06-24 15:50:00+00:00,605.8682250976562,606.1649780273438,605.7100219726562,606.1300048828125,475495,605.7682876056147,605.3956998855318,604.5715252756071,0.3726176608222431,0.309292550574476,0.0633251102477671,61.25188569929382,604.8515465172437,0.4549560546875,0.34679739815848215
2025-06-24 15:55:00+00:00,605.7550048828125,606.010009765625,605.6599731445312,605.8599853515625,387262,605.7656310610543,605.4283639761936,604.5833011920967,0.3526265659526189,0.31795935365010464,0.03466721230251424,61.733727028337235,604.865207185422,0.35003662109375,0.34929983956473215
2025-06-24 16:00:00+00:00,606.0750122070312,606.1099853515625,605.655029296875,605.77001953125,468966,605.8275072902496,605.487150178997,604.5981440877677,0.3584731406681385,0.3260621110537114,0.0324110296144271,64.129469357404,604.8869610004765,0.4549560546875,0.36036900111607145
2025-06-24 16:05:00+00:00,605.9749755859375,606.0800170898438,605.8900146484375,606.0700073242188,299970,605.8570009493873,605.5314979432643,604.6118439036699,0.3509884970598023,0.33104738825492963,0.019941108804872654,73.02427321478973,604.8993325665181,0.19000244140625,0.31965419224330355
2025-06-24 16:10:00+00:00,606.0800170898438,606.1950073242188,605.9400024414062,605.97998046875,371266,605.9016041774786,605.581363320226,604.6264525920894,0.3495039703615248,0.3347387046762487,0.014765265685276086,67.89013942549974,604.9157181465533,0.2550048828125,0.31072562081473215
2025-06-24 16:15:00+00:00,606.1799926757812,606.280029296875,606.0800170898438,606.0900268554688,371615,605.9572818771392,605.635784170731,604.641910702375,0.3523331888309258,0.33825760150718415,0.014075587323741645,74.88068033901247,604.9330396702472,0.20001220703125,0.29857962472098215
