datetime,open,high,low,close,volume,ticker,ema_9,ema_21,ema_200,macd,macd_signal,macd_hist,rsi,vwap
2025-10-29 08:00:00,688.98,689.04,688.96,689.02,7518.0,spy,689.02,689.02,689.02,0.0,0.0,0.0,,689.0066666666667
2025-10-29 08:01:00,688.95,689.01,688.95,689.0,1949.0,spy,689.0160000000001,689.0181818181818,689.0198009950249,-0.001595441595441116,-0.0003190883190882232,-0.0012763532763528929,,689.0025492060139
2025-10-29 08:02:00,689.05,689.16,689.05,689.16,1087.0,spy,689.0448000000001,689.0310743801653,689.0211960099998,0.009936282984767786,0.0017319859416829785,0.008204297043084808,,689.0149892615755
2025-10-29 08:04:00,689.19,689.25,689.16,689.25,2309.0,spy,689.0858400000001,689.0509767092411,689.0234726666167,0.02603736312039473,0.006593061377425329,0.019444301742969402,,689.0517901474515
2025-10-29 08:05:00,689.15,689.15,689.11,689.12,4468.0,spy,689.0926720000001,689.0572515538555,689.0244331375957,0.027985077037328665,0.010871464509405997,0.017113612527922668,,689.0710936087551
2025-10-29 08:07:00,689.14,689.14,689.03,689.03,1709.0,spy,689.0801376000002,689.0547741398686,689.0244885292615,0.02201265828796295,0.013099703265117389,0.00891295502284556,,689.0706962535015
2025-10-29 08:09:00,689.11,689.22,689.11,689.22,2221.0,spy,689.1081100800002,689.0697946726078,689.0264339170301,0.032239251481087194,0.01692761290831135,0.015311638572775843,,689.0824627251776
2025-10-29 08:10:00,689.14,689.19,689.14,689.19,1755.0,spy,689.1244880640002,689.0807224296435,689.0280614402437,0.03749097832485404,0.02104028599161989,0.01645069233323415,,689.089391727494
2025-10-29 08:12:00,689.04,689.04,689.04,689.04,364.0,spy,689.1075904512002,689.077020390585,689.0281802318831,0.029212519546376825,0.02267473270257128,0.0065377868438055466,,689.0886227544911
2025-10-29 08:13:00,689.11,689.11,689.11,689.11,491.0,spy,689.1080723609601,689.0800185368954,689.028994358929,0.027977686947224356,0.023735323551501895,0.004242363395722461,,689.0890624607265
2025-10-29 08:14:00,689.04,689.04,689.04,689.04,640.0,spy,689.0944578887681,689.0763804880867,689.0291038677955,0.02110734588586638,0.023209728018374794,-0.002102382132508414,,689.0877814042676
2025-10-29 08:17:00,689.23,689.25,689.23,689.25,1325.0,spy,689.1255663110145,689.0921640800788,689.0313018392602,0.03223619723792126,0.02501502186228409,0.0072211753756371705,,689.0957588894051
2025-10-29 08:18:00,689.35,689.35,689.33,689.33,2375.0,spy,689.1664530488116,689.1137855273444,689.0342739602627,0.046969785080932525,0.029405974506013777,0.017563810574918747,,689.1160401970864
2025-10-29 08:19:00,689.45,689.45,689.45,689.45,565.0,spy,689.2231624390494,689.1443504794039,689.0384105377725,0.06755057572627265,0.03703489475006556,0.030515680976207098,65.24822695035353,689.1225973033085
2025-10-29 08:20:00,689.43,689.43,689.43,689.43,407.0,spy,689.2645299512395,689.1703186176399,689.042306950332,0.08130987807544443,0.04588989141514133,0.0354199866603031,64.33566433565917,689.1268844875443
2025-10-29 08:21:00,689.33,689.33,689.33,689.33,383.0,spy,689.2776239609917,689.1848351069453,689.0451695677416,0.0831861419891311,0.05334914152993929,0.029837000459191812,60.927152317879745,689.1295156598798
2025-10-29 08:22:00,689.25,689.26,689.25,689.26,839.0,spy,689.2740991687934,689.1916682790412,689.047307183983,0.07812411352279014,0.058304135928509464,0.019819977594280676,53.521126760563156,689.1330242832869
2025-10-29 08:23:00,689.14,689.16,689.14,689.16,552.0,spy,689.2512793350347,689.1887893445829,689.0484285055354,0.06529062553897802,0.059701433850603176,0.0055891916883748435,46.85314685314663,689.1333864177194
2025-10-29 08:24:00,689.11,689.11,689.11,689.11,329.0,spy,689.2230234680278,689.1816266768935,689.0490411572216,0.050503241784781494,0.05786179543743884,-0.007358553652657349,49.629629629630074,689.1331404888238
2025-10-29 08:25:00,689.06,689.06,688.95,688.95,1336.0,spy,689.1684187744223,689.1605697062669,689.0480556730702,0.025578616429925205,0.051405159635936115,-0.02582654320601091,47.18309859155245,689.1271418061433
2025-10-29 08:29:00,689.01,689.01,688.89,688.89,835.0,spy,689.1127350195379,689.1359724602426,689.0464829798058,0.0009729570615490957,0.041318719121058715,-0.04034576205950962,37.20930232558283,689.1222216576504
2025-10-29 08:31:00,688.98,688.98,688.98,688.98,170.0,spy,689.0861880156303,689.121793145675,689.0458214576187,-0.01113658184021915,0.030827658928803143,-0.04196424076902229,42.222222222222975,689.1215026615521
2025-10-29 08:33:00,689.05,689.09,689.05,689.08,2205.0,spy,689.0849504125043,689.1179937687955,689.0461615426175,-0.012519991728140667,0.022158128797414384,-0.03467812052555505,51.53846153846416,689.1185384572452
2025-10-29 08:34:00,689.02,689.02,689.02,689.02,721.0,spy,689.0719603300035,689.1090852443596,689.0459012287606,-0.01824750669175046,0.014077001699581416,-0.03232450839133187,46.51162790697634,689.1165948075401
2025-10-29 08:35:00,688.92,688.92,688.92,688.92,711.0,spy,689.0415682640029,689.0918956766905,689.0446484802158,-0.03050413514824868,0.005160774330015397,-0.035664909478264076,45.45454545454624,689.1128437634181
2025-10-29 08:36:00,688.83,688.83,688.81,688.81,808.0,spy,688.9952546112023,689.0662687969913,689.0423136694674,-0.04853421003429048,-0.00557822254284578,-0.0429559874914447,31.967213114755623,689.1065580128882
2025-10-29 08:37:00,688.68,688.68,688.65,688.65,1134.0,spy,688.9262036889619,689.028426179083,689.0384100508658,-0.0748707734345544,-0.019436732721187504,-0.05543404071336689,23.84615384615506,689.0936417045014
2025-10-29 08:38:00,688.49,688.49,688.49,688.49,562.0,spy,688.8389629511696,688.9794783446209,689.0329532344392,-0.10741513765492527,-0.03703241370793506,-0.07038272394699022,14.179104477614473,689.0851110608197
2025-10-29 08:39:00,688.41,688.41,688.32,688.32,1555.0,spy,688.7351703609357,688.9195257678372,689.025859172405,-0.14525000833850754,-0.058675932634049556,-0.08657407570445799,12.751677852352572,689.0574485556876
2025-10-29 08:40:00,688.37,688.37,688.36,688.37,1051.0,spy,688.6621362887487,688.869568879852,689.0193332104906,-0.16924883855119788,-0.08079051381747923,-0.08845832473371865,16.666666666666657,689.0403151303476
2025-10-29 08:41:00,688.32,688.32,688.27,688.27,714.0,spy,688.583709030999,688.8150626180472,689.0118771586449,-0.19409978713883902,-0.1034523684817512,-0.09064741865708782,16.32653061224522,689.0278266183936
2025-10-29 08:42:00,688.38,688.41,688.38,688.4,966.0,spy,688.5469672247992,688.7773296527702,689.0057888287082,-0.20098756979712107,-0.12295940874482518,-0.07802816105229589,24.66666666666697,689.0139867738083
2025-10-29 08:43:00,688.45,688.45,688.45,688.45,186.0,spy,688.5275737798395,688.7475724116092,689.0002585916067,-0.20010492008725578,-0.13838851101331132,-0.06171640907394446,28.00000000000273,689.011615581676
2025-10-29 08:44:00,688.53,688.53,688.45,688.45,986.0,spy,688.5120590238716,688.7205203741902,688.9947833817399,-0.1971329874645562,-0.15013740630356032,-0.04699558116099589,31.343283582091573,688.9999528294936
2025-10-29 08:45:00,688.42,688.42,688.42,688.42,526.0,spy,688.4936472190974,688.6932003401729,688.9890641441107,-0.19495118284612545,-0.15910016161207335,-0.035851021234052094,32.061068702291394,688.993285248004
2025-10-29 08:47:00,688.49,688.49,688.49,688.49,650.0,spy,688.492917775278,688.6747275819754,688.9840983317315,-0.1854360802777819,-0.16436734534521508,-0.021068734932566835,31.007751937986953,688.9862352197466
2025-10-29 08:48:00,688.45,688.46,688.41,688.41,1192.0,spy,688.4763342202224,688.6506614381594,688.9783859105203,-0.1822497625358892,-0.1679438287833499,-0.014305933752539302,23.622047244095967,688.9722207281033
2025-10-29 08:49:00,688.35,688.38,688.35,688.38,774.0,spy,688.457067376178,688.6260558528722,688.9724318218584,-0.18006960176910525,-0.170368983380501,-0.009700618388604254,24.19354838709988,688.962583801963
2025-10-29 08:50:00,688.34,688.42,688.34,688.39,1964.0,spy,688.4436539009424,688.6045962298838,688.9666364803475,-0.17551170257263493,-0.1713975272189278,-0.004114175353707145,26.95652173913345,688.9399809266473
2025-10-29 08:51:00,688.35,688.35,688.32,688.35,772.0,spy,688.424923120754,688.5814511180762,688.9605007939758,-0.17313144875686248,-0.17174431152651473,-0.0013871372303477514,28.703703703708086,688.9309173450221
2025-10-29 08:52:00,688.3,688.3,688.3,688.3,333.0,spy,688.3999384966032,688.5558646527965,688.9539286467722,-0.17328217355930065,-0.17205188393307191,-0.001230289626228731,31.958762886599388,688.9268328246205
2025-10-29 08:53:00,688.32,688.32,688.32,688.32,268.0,spy,688.3839507972826,688.5344224116332,688.9476208990432,-0.16983009557191053,-0.17160752626083964,0.0017774306889291047,39.75903614458409,688.9236874576928
2025-10-29 08:54:00,688.25,688.25,688.24,688.24,850.0,spy,688.3551606378261,688.5076567378483,688.9405798950726,-0.17157185674341235,-0.1716003923573542,2.8535613941838012e-05,44.59459459459438,688.912683728158
2025-10-29 08:55:00,688.28,688.28,688.28,688.28,297.0,spy,688.3401285102609,688.4869606707712,688.9340069607932,-0.1677903664162841,-0.17083838716914018,0.0030480207528560954,43.835616438357015,688.9091283836626
2025-10-29 08:56:00,688.25,688.25,688.24,688.24,997.0,spy,688.3201028082087,688.464509700701,688.9271014188948,-0.16610640258261355,-0.16989199025183488,0.003785587669221324,47.76119402985378,688.8968013643089
2025-10-29 08:57:00,688.21,688.21,688.16,688.16,673.0,spy,688.288082246567,688.4368270006372,688.9194685689556,-0.16927587362374652,-0.1697687669262172,0.0004928933024706816,30.645161290332638,688.8879122800582
2025-10-29 08:58:00,688.21,688.25,688.21,688.25,442.0,spy,688.2804657972537,688.419842727852,688.91280719016,-0.16265052046651363,-0.16834511763427648,0.005694597167762855,34.84848484848851,688.8826752055893
2025-10-29 09:00:00,688.25,688.3,688.25,688.3,1827.0,spy,688.284372637803,688.4089479344109,688.9067096061784,-0.1516175455373059,-0.16499960321488236,0.01338205767757647,39.43661971830738,688.8633940237011
2025-10-29 09:01:00,688.22,688.22,688.22,688.22,448.0,spy,688.2714981102424,688.3917708494645,688.8998766747737,-0.1476274079657287,-0.16152516416505164,0.01389775619932293,36.84210526316419,688.858358287182
2025-10-29 09:02:00,688.21,688.21,688.21,688.21,520.0,spy,688.259198488194,688.3752462267859,688.8930122302487,-0.1436165889797394,-0.1579434491279892,0.014326860148249798,30.000000000003254,688.8525211655328
2025-10-29 09:06:00,688.22,688.22,688.22,688.22,705.0,spy,688.2513587905552,688.3611329334417,688.8863155911417,-0.1380398323499321,-0.15396272577237777,0.015922893422445655,34.9206349206395,688.8448937807884
2025-10-29 09:09:00,688.19,688.19,688.19,688.19,256.0,spy,688.2390870324442,688.3455753940378,688.8793870777971,-0.13449063747077616,-0.15006830811205746,0.015577670641281294,34.9206349206395,688.8420386580384
2025-10-29 09:10:00,688.0,688.11,688.0,688.11,713.0,spy,688.2132696259554,688.3241594491253,688.8717314849832,-0.13655903877656783,-0.14736645424495953,0.010807415468391701,30.000000000003254,688.8328167292024
2025-10-29 09:12:00,687.95,687.98,687.85,687.89,2293.0,spy,688.1486157007644,688.2846904082958,688.8619630124958,-0.15417321029792674,-0.14872780545555297,-0.005445404842373769,23.86363636363754,688.7984120683884
2025-10-29 09:13:00,687.91,687.91,687.85,687.87,3174.0,spy,688.0928925606115,688.2469912802688,688.8520927337646,-0.16781196906481455,-0.1525446381774053,-0.015267330887409253,24.705882352944784,688.7533331792503
2025-10-29 09:14:00,687.78,687.92,687.78,687.92,968.0,spy,688.0583140484893,688.2172648002444,688.8428181791999,-0.17259661517482527,-0.1565550335768893,-0.016041581597935978,27.272727272719052,688.7404006497845
2025-10-29 09:15:00,687.8,687.8,687.8,687.8,632.0,spy,688.0066512387914,688.1793316365857,688.8324418789093,-0.18395100611382986,-0.16203422808427742,-0.02191677802955244,26.086956521732148,688.7314633082708
2025-10-29 09:16:00,687.89,687.9,687.88,687.88,1507.0,spy,687.9813209910332,688.1521196696234,688.8229648452883,-0.18436882230696483,-0.1665011469288149,-0.017867675378149928,29.166666666666174,688.7127430509605
2025-10-29 09:18:00,688.01,688.01,688.01,688.01,540.0,spy,687.9870567928266,688.1391996996576,688.8148756428477,-0.17222473160563823,-0.16764586386417957,-0.004578867741458659,39.0476190476177,688.7072069772079
2025-10-29 09:19:00,687.99,688.05,687.99,688.05,3165.0,spy,687.9996454342613,688.1310906360524,688.8072649399338,-0.15755657243391852,-0.16562800557812737,0.008071433144208856,44.55445544554322,688.677318533393
2025-10-29 09:20:00,688.08,688.12,688.08,688.12,427.0,spy,688.023716347409,688.1300823964112,688.8004264828201,-0.1386848628557118,-0.16023937703364427,0.02155451417793247,43.43434343434297,688.673940771751
2025-10-29 09:22:00,687.99,687.99,687.99,687.99,498.0,spy,688.0169730779273,688.1173476331011,688.7923625377174,-0.13268925150123323,-0.15472935192716208,0.022040100425928855,35.51401869159048,688.6692516669651
2025-10-29 09:23:00,687.86,687.86,687.86,687.86,484.0,spy,687.9855784623419,688.0939523937283,688.7830852985362,-0.1368500773459118,-0.15115349701091205,0.014303419665000233,33.92857142857089,688.6638950962562
2025-10-29 09:24:00,687.99,687.99,687.99,687.99,353.0,spy,687.9864627698736,688.0845021761166,688.7751939025309,-0.1281800682231733,-0.1465588112533643,0.01837874303019102,41.129032258063475,688.6606574207658
2025-10-29 09:25:00,687.94,687.99,687.94,687.98,10749.0,spy,687.9851702158988,688.0750019782878,688.7672815253912,-0.12072430531247846,-0.14139191006518714,0.02066760475270868,40.322580645161,688.572511942502
2025-10-29 09:26:00,688.02,688.05,687.83,687.87,2411.0,spy,687.9621361727192,688.056365434807,688.7583533510093,-0.12228204884036131,-0.13756993782022198,0.015287888979860664,37.87878787878644,688.5542599518282
2025-10-29 09:27:00,687.95,687.95,687.95,687.95,525.0,spy,687.9597089381754,688.0466958498246,688.7503100340839,-0.11572720916751678,-0.13320139208968093,0.017474182922164155,43.93939393939538,688.5506202075137
2025-10-29 09:28:00,687.96,687.96,687.9,687.9,1482.0,spy,687.9477671505404,688.0333598634769,688.7418492377249,-0.11326142641337356,-0.12921339895441947,0.01595197254104591,50.43478260869523,688.5400767891459
2025-10-29 09:29:00,687.82,687.84,687.82,687.84,1130.0,spy,687.9262137204323,688.0157816940699,688.7328756134689,-0.11482514161832569,-0.12633574748720072,0.011510605868875035,48.73949579832053,688.531180596555
2025-10-29 09:31:00,687.84,687.9,687.82,687.82,2016.0,spy,687.9049709763459,687.9979833582454,688.7237922740314,-0.11633716758672108,-0.1243360315071048,0.007998863920383723,45.689655172418014,688.5161460046994
2025-10-29 09:32:00,687.83,687.83,687.77,687.77,789.0,spy,687.8779767810768,687.9772575984049,688.7143018036431,-0.12018462761795945,-0.12350575072927573,0.003321123111316285,48.62385321101061,688.5099572603413
2025-10-29 09:33:00,687.8,687.8,687.77,687.77,1459.0,spy,687.8563814248614,687.9584159985499,688.704905765796,-0.1218293939942896,-0.12317047938227851,0.0013410853879889106,44.55445544554445,688.4986316087984
2025-10-29 09:34:00,687.8,687.8,687.76,687.76,1539.0,spy,687.8371051398891,687.9403781804998,688.6955037183751,-0.1225273802550646,-0.12304185955683573,0.0005144793017711341,35.95505617977686,688.4869523440826
2025-10-29 09:36:00,687.77,687.77,687.77,687.77,327.0,spy,687.8236841119113,687.9248892549998,688.6862947261525,-0.12088019136820094,-0.12260952591910879,0.0017293345509078462,33.720930232562125,688.4845077041256
2025-10-29 09:40:00,687.95,687.95,687.95,687.95,704.0,spy,687.8489472895291,687.9271720499999,688.6789684104695,-0.103853132367135,-0.11885824720871403,0.015005114841579029,41.23711340206524,688.4806125286822
2025-10-29 09:41:00,687.93,687.93,687.91,687.91,766.0,spy,687.8611578316232,687.9256109545453,688.6713169834997,-0.0925202156869318,-0.1135906409043576,0.02107042521742579,45.45454545454428,688.4761760688501
2025-10-29 09:42:00,687.95,687.96,687.95,687.95,915.0,spy,687.8789262652987,687.9278281404956,688.6641397000818,-0.07939590528860663,-0.10675169378120741,0.027355788492600785,55.6962025316454,688.4713086299168
2025-10-29 09:43:00,687.99,688.05,687.99,688.05,956.0,spy,687.913141012239,687.9389346731779,688.658028857295,-0.060231321298033436,-0.09744761928457263,0.03721629798653919,53.94736842104791,688.4670574958185
2025-10-29 09:45:00,687.95,688.1,687.95,688.02,2443.0,spy,687.9345128097912,687.9463042483435,688.6516803114513,-0.04692309941026451,-0.08734271530971101,0.040419615899446495,52.56410256409957,688.4563969448134
2025-10-29 09:47:00,687.98,687.98,687.98,687.98,928.0,spy,687.9436102478329,687.9493674984941,688.6449969252677,-0.03915257685537199,-0.07770468761884321,0.03855211076347122,57.746478873238765,688.4520885592794
2025-10-29 09:48:00,688.01,688.01,687.94,687.94,2917.0,spy,687.9428881982664,687.9485159077219,688.637982030489,-0.03580926058748446,-0.06932560221257146,0.033516341625087,49.253731343284336,688.4385786664141
2025-10-29 09:51:00,688.09,688.09,688.07,688.07,734.0,spy,687.9683105586131,687.9595599161108,688.6323304679966,-0.022411400143028004,-0.05994276179866277,0.03753136165563477,61.33333333333819,688.4360788225551
2025-10-29 09:54:00,688.11,688.11,688.11,688.11,7737.0,spy,687.9966484468905,687.9732362873734,688.6271331499071,-0.008468217172094228,-0.049647852873349066,0.04117963570125484,68.4931506849298,688.4139485618548
2025-10-29 09:55:00,688.06,688.11,688.06,688.1,12660.0,spy,688.0173187575124,687.9847602612485,688.6218880439379,0.001754712131969427,-0.03936733987228537,0.0411220520042548,69.44444444444181,688.381569307048
2025-10-29 09:56:00,688.09,688.15,688.09,688.13,7242.0,spy,688.0398550060099,687.9979638738623,688.6169936355406,0.01213729535152197,-0.029066412827523903,0.041203708179045874,75.71428571428919,688.3676028916457
2025-10-29 09:59:00,688.1,688.14,688.1,688.14,987.0,spy,688.0598840048079,688.0108762489657,688.6122474302118,0.020931201915573183,-0.019066889878904487,0.03999809179447767,76.05633802817218,688.365839943658
2025-10-29 10:01:00,688.11,688.11,688.0,688.0,1187.0,spy,688.0479072038464,688.0098874990597,688.6061554159809,0.016414391366993186,-0.011970633629724954,0.02838502499671814,64.28571428571621,688.3629685643668
2025-10-29 10:02:00,688.03,688.07,688.03,688.07,2479.0,spy,688.0523257630772,688.0153522718724,688.6008205362199,0.018272566676614588,-0.005921993568457046,0.024194560245071633,66.66666666667088,688.3574883079767
2025-10-29 10:03:00,688.07,688.07,688.07,688.07,516.0,spy,688.0558606104618,688.0203202471567,688.5955387398396,0.019520167655059595,-0.0008335613237537177,0.020353728978813313,58.33333333333465,688.356421637713
2025-10-29 10:04:00,688.15,688.15,688.15,688.15,253.0,spy,688.0746884883695,688.032109315597,688.5911055185477,0.026656947137780662,0.0046645403685531585,0.021992406769227504,65.78947368421603,688.3560467970575
2025-10-29 10:06:00,688.08,688.21,688.08,688.21,2039.0,spy,688.1017507906956,688.0482811959973,688.5873134238358,0.03673098294746069,0.011077828884334666,0.025653154063126023,66.66666666667152,688.3533152240553
2025-10-29 10:08:00,688.29,688.35,688.29,688.35,1014.0,spy,688.1514006325566,688.0757101781794,688.5849520962355,0.05537325051409425,0.019936913210286584,0.03543633730380767,68.29268292683739,688.3531491756687
2025-10-29 10:09:00,688.3,688.3,688.3,688.3,222.0,spy,688.1811205060453,688.0961001619812,688.5821167519944,0.06535937751914389,0.029021406072058047,0.036337971447085844,66.66666666666666,688.3530664329128
