datetime,open,high,low,close,volume,ticker
2025-10-29 10:02:00,688.03,688.07,688.03,688.07,2479.0,spy
2025-10-29 10:03:00,688.07,688.07,688.07,688.07,516.0,spy
2025-10-29 10:04:00,688.15,688.15,688.15,688.15,253.0,spy
2025-10-29 10:06:00,688.08,688.21,688.08,688.21,2039.0,spy
2025-10-29 10:08:00,688.29,688.35,688.29,688.35,1014.0,spy
2025-10-29 10:09:00,688.3,688.3,688.3,688.3,222.0,spy
2025-10-29 10:11:00,688.13,688.13,688.13,688.13,240.0,spy
2025-10-29 10:12:00,688.27,688.27,688.27,688.27,276.0,spy
2025-10-29 10:13:00,688.23,688.24,688.22,688.22,1542.0,spy
2025-10-29 10:14:00,688.26,688.32,688.26,688.32,469.0,spy
2025-10-29 10:15:00,688.27,688.31,688.27,688.31,765.0,spy
2025-10-29 10:19:00,688.38,688.43,688.38,688.43,2428.0,spy
2025-10-29 10:20:00,688.52,688.52,688.51,688.52,1354.0,spy
2025-10-29 10:23:00,688.51,688.51,688.51,688.51,327.0,spy
2025-10-29 10:24:00,688.55,688.55,688.53,688.53,420.0,spy
2025-10-29 10:25:00,688.55,688.57,688.55,688.57,2032.0,spy
2025-10-29 10:26:00,688.58,688.58,688.58,688.58,287.0,spy
2025-10-29 10:27:00,688.56,688.61,688.55,688.61,1017.0,spy
2025-10-29 10:28:00,688.51,688.51,688.51,688.51,587.0,spy
2025-10-29 10:29:00,688.47,688.53,688.46,688.53,1057.0,spy
2025-10-29 10:30:00,688.53,688.65,688.51,688.53,2485.0,spy
2025-10-29 10:31:00,688.54,688.54,688.42,688.46,1846.0,spy
2025-10-29 10:33:00,688.48,688.52,688.48,688.52,886.0,spy
2025-10-29 10:35:00,688.54,688.61,688.52,688.56,2043.0,spy
2025-10-29 10:36:00,688.54,688.54,688.54,688.54,445.0,spy
2025-10-29 10:38:00,688.51,688.51,688.51,688.51,484.0,spy
2025-10-29 10:39:00,688.46,688.46,688.46,688.46,570.0,spy
2025-10-29 10:40:00,688.46,688.49,688.46,688.49,511.0,spy
2025-10-29 10:41:00,688.44,688.44,688.4,688.4,1018.0,spy
2025-10-29 10:42:00,688.49,688.51,688.49,688.5,4307.0,spy
2025-10-29 10:44:00,688.49,688.49,688.47,688.47,734.0,spy
2025-10-29 10:45:00,688.52,689.0,688.49,688.52,19267.0,spy
2025-10-29 10:48:00,688.53,688.53,688.53,688.53,282.0,spy
2025-10-29 10:49:00,688.56,688.58,688.56,688.58,800.0,spy
2025-10-29 10:51:00,688.59,688.59,688.59,688.59,759.0,spy
2025-10-29 10:52:00,688.62,688.62,688.62,688.62,1873.0,spy
2025-10-29 10:53:00,688.7,688.7,688.7,688.7,1578.0,spy
2025-10-29 10:54:00,688.74,688.74,688.74,688.74,867.0,spy
2025-10-29 10:55:00,688.74,688.74,688.74,688.74,565.0,spy
2025-10-29 10:56:00,688.62,688.63,688.62,688.63,845.0,spy
2025-10-29 10:57:00,688.54,688.54,688.54,688.54,774.0,spy
2025-10-29 10:58:00,688.53,688.53,688.53,688.53,846.0,spy
2025-10-29 10:59:00,688.44,688.44,688.44,688.44,552.0,spy
2025-10-29 11:00:00,688.41,688.53,688.4,688.4,3609.0,spy
2025-10-29 11:01:00,688.46,688.46,688.35,688.35,677.0,spy
2025-10-29 11:02:00,688.34,688.35,688.3,688.31,1870.0,spy
2025-10-29 11:03:00,688.36,688.44,688.36,688.44,535.0,spy
2025-10-29 11:04:00,688.46,688.53,688.46,688.53,1587.0,spy
2025-10-29 11:05:00,688.51,688.69,688.51,688.69,1127.0,spy
2025-10-29 11:06:00,688.7,688.77,688.7,688.77,2641.0,spy
2025-10-29 11:07:00,688.69,688.7,688.69,688.7,1714.0,spy
2025-10-29 11:08:00,688.71,688.84,688.71,688.77,10219.0,spy
2025-10-29 11:09:00,688.82,688.82,688.82,688.82,892.0,spy
2025-10-29 11:10:00,688.86,688.86,688.85,688.85,901.0,spy
2025-10-29 11:11:00,688.81,688.82,688.81,688.82,1034.0,spy
2025-10-29 11:14:00,688.89,688.9,688.89,688.9,1432.0,spy
2025-10-29 11:15:00,688.96,688.97,688.96,688.97,1282.0,spy
2025-10-29 11:16:00,688.97,689.0,688.97,688.99,1348.0,spy
2025-10-29 11:17:00,688.82,688.87,688.82,688.87,3253.0,spy
2025-10-29 11:18:00,688.82,689.01,688.82,689.0,1195.0,spy
2025-10-29 11:19:00,688.97,688.97,688.97,688.97,471.0,spy
2025-10-29 11:20:00,689.02,689.09,689.02,689.06,1723.0,spy
2025-10-29 11:21:00,689.03,689.03,689.03,689.03,892.0,spy
2025-10-29 11:22:00,688.8,688.8,688.8,688.8,523.0,spy
2025-10-29 11:23:00,688.87,688.92,688.86,688.92,1481.0,spy
2025-10-29 11:24:00,689.04,689.04,689.04,689.04,1325.0,spy
2025-10-29 11:26:00,689.13,689.13,689.12,689.13,974.0,spy
2025-10-29 11:27:00,689.13,689.13,689.07,689.13,1944.0,spy
2025-10-29 11:28:00,689.17,689.22,689.17,689.19,5324.0,spy
2025-10-29 11:29:00,689.21,689.21,689.19,689.2,2087.0,spy
2025-10-29 11:30:00,689.16,689.25,689.15,689.25,5120.0,spy
2025-10-29 11:31:00,689.28,689.28,689.2,689.26,4031.0,spy
2025-10-29 11:32:00,689.3,689.3,689.15,689.15,3145.0,spy
2025-10-29 11:33:00,689.11,689.26,689.11,689.26,846.0,spy
2025-10-29 11:34:00,689.25,689.27,689.25,689.27,844.0,spy
2025-10-29 11:35:00,689.33,689.33,689.32,689.32,477.0,spy
2025-10-29 11:36:00,689.33,689.33,689.31,689.31,1779.0,spy
2025-10-29 11:37:00,689.28,689.41,689.28,689.41,8135.0,spy
2025-10-29 11:38:00,689.41,689.41,689.37,689.37,977.0,spy
2025-10-29 11:39:00,689.32,689.38,689.32,689.38,873.0,spy
2025-10-29 11:40:00,689.37,689.37,689.31,689.32,987.0,spy
2025-10-29 11:41:00,689.26,689.28,689.2,689.23,33306.0,spy
2025-10-29 11:42:00,689.27,689.32,689.27,689.32,2564.0,spy
2025-10-29 11:43:00,689.28,689.3,689.27,689.27,990.0,spy
2025-10-29 11:44:00,689.27,689.29,689.25,689.29,3756.0,spy
2025-10-29 11:45:00,689.3,689.31,689.28,689.31,29176.0,spy
2025-10-29 11:46:00,689.3,689.31,689.29,689.3,6434.0,spy
2025-10-29 11:47:00,689.34,689.34,689.3,689.3,3498.0,spy
2025-10-29 11:48:00,689.3,689.31,689.3,689.3,8470.0,spy
2025-10-29 11:49:00,689.31,689.31,689.26,689.26,8912.0,spy
2025-10-29 11:50:00,689.16,689.16,689.12,689.14,1115.0,spy
2025-10-29 11:51:00,689.12,689.12,689.12,689.12,546.0,spy
2025-10-29 11:52:00,689.09,689.09,689.09,689.09,878.0,spy
2025-10-29 11:53:00,689.09,689.09,689.05,689.05,2438.0,spy
2025-10-29 11:54:00,689.08,689.15,689.06,689.06,4880.0,spy
2025-10-29 11:55:00,689.02,689.02,688.96,688.98,8315.0,spy
2025-10-29 11:57:00,688.96,688.97,688.96,688.96,1255.0,spy
2025-10-29 11:58:00,688.89,688.89,688.86,688.86,989.0,spy
2025-10-29 11:59:00,688.84,688.891,688.82,688.83,30009.0,spy
2025-10-29 12:00:00,688.83,689.43,687.8,688.86,41535.0,spy
2025-10-29 12:01:00,688.88,688.9,688.88,688.9,2807.0,spy
2025-10-29 12:02:00,689.2903,689.2903,688.99,688.99,962.0,spy
2025-10-29 12:03:00,688.91,688.94,688.91,688.92,2730.0,spy
2025-10-29 12:04:00,688.82,688.82,688.82,688.82,493.0,spy
2025-10-29 12:05:00,688.9,688.9,688.81,688.88,2574.0,spy
2025-10-29 12:06:00,688.88,688.88,688.86,688.86,771.0,spy
2025-10-29 12:07:00,688.79,688.82,688.79,688.8,2423.0,spy
2025-10-29 12:08:00,688.849,688.86,688.81,688.81,628.0,spy
2025-10-29 12:09:00,688.9268,689.0,688.9268,689.0,1056.0,spy
2025-10-29 12:10:00,689.07,689.08,689.0283,689.0283,1606.0,spy
2025-10-29 12:11:00,689.02,689.0786,688.99,688.99,3150.0,spy
2025-10-29 12:13:00,688.94,688.94,688.89,688.92,1034.0,spy
2025-10-29 12:15:00,688.96,689.07,688.95,689.07,1897.0,spy
2025-10-29 12:16:00,689.11,689.11,689.1,689.1,2901.0,spy
2025-10-29 12:17:00,689.08,689.08,689.05,689.08,26378.0,spy
2025-10-29 12:18:00,689.03,689.03,688.93,688.93,14435.0,spy
2025-10-29 12:19:00,688.94,688.95,688.94,688.95,2509.0,spy
2025-10-29 12:20:00,688.8981,688.8981,688.835,688.835,1561.0,spy
2025-10-29 12:21:00,688.85,688.85,688.83,688.83,1563.0,spy
2025-10-29 12:22:00,688.76,688.76,688.75,688.75,560.0,spy
2025-10-29 12:23:00,688.76,688.77,688.74,688.74,928.0,spy
2025-10-29 12:24:00,688.73,688.74,688.7,688.74,4992.0,spy
2025-10-29 12:25:00,688.77,688.77,688.7,688.7,11258.0,spy
2025-10-29 12:27:00,688.75,688.75,688.65,688.65,11171.0,spy
2025-10-29 12:28:00,688.6704,688.7,688.64,688.68,1269.0,spy
2025-10-29 12:29:00,688.63,688.64,688.56,688.56,1513.0,spy
2025-10-29 12:30:00,688.7,688.7,688.66,688.68,3474.0,spy
2025-10-29 12:31:00,688.705,688.705,688.53,688.5488,5124.0,spy
2025-10-29 12:32:00,688.5,688.62,688.5,688.62,4548.0,spy
2025-10-29 12:33:00,688.64,688.64,688.52,688.52,22690.0,spy
2025-10-29 12:34:00,688.59,688.59,688.49,688.53,5350.0,spy
2025-10-29 12:35:00,688.52,688.52,688.52,688.52,544.0,spy
2025-10-29 12:36:00,688.5,688.5207,688.5,688.5207,1897.0,spy
2025-10-29 12:37:00,688.46,688.56,688.46,688.47,2089.0,spy
2025-10-29 12:38:00,688.44,688.44,688.34,688.38,4722.0,spy
2025-10-29 12:39:00,688.4,688.49,688.34,688.49,4733.0,spy
2025-10-29 12:40:00,688.49,688.49,688.47,688.47,1012.0,spy
2025-10-29 12:41:00,688.45,688.45,688.45,688.45,470.0,spy
2025-10-29 12:42:00,688.45,688.45,688.3,688.39,2948.0,spy
2025-10-29 12:43:00,688.37,688.42,688.35,688.42,756.0,spy
2025-10-29 12:44:00,688.39,688.4,688.34,688.3749,1058.0,spy
2025-10-29 12:45:00,688.37,688.53,688.37,688.53,1493.0,spy
2025-10-29 12:46:00,688.52,688.52,688.49,688.49,1893.0,spy
2025-10-29 12:47:00,688.53,688.58,688.53,688.58,2626.0,spy
2025-10-29 12:48:00,688.61,688.61,688.57,688.57,2089.0,spy
2025-10-29 12:49:00,688.59,688.64,688.59,688.61,2507.0,spy
2025-10-29 12:50:00,688.65,688.65,688.61,688.62,3717.0,spy
2025-10-29 12:51:00,688.64,688.74,688.63,688.74,7372.0,spy
2025-10-29 12:52:00,688.67,688.82,688.66,688.79,4378.0,spy
2025-10-29 12:53:00,688.77,688.7992,688.7179,688.7179,2829.0,spy
2025-10-29 12:54:00,688.68,688.74,688.68,688.74,2570.0,spy
2025-10-29 12:55:00,688.75,688.77,688.72,688.74,2574.0,spy
2025-10-29 12:56:00,688.76,688.76,688.67,688.69,13853.0,spy
2025-10-29 12:57:00,688.68,688.7,688.68,688.7,907.0,spy
2025-10-29 12:58:00,688.7,688.77,688.7,688.77,2885.0,spy
2025-10-29 12:59:00,688.75,688.76,688.69,688.72,8877.0,spy
2025-10-29 13:00:00,688.77,688.77,688.77,688.77,1162.0,spy
2025-10-29 13:01:00,688.79,688.81,688.79,688.79,2948.0,spy
2025-10-29 13:02:00,688.78,688.78,688.69,688.72,1357.0,spy
2025-10-29 13:03:00,688.6703,688.82,688.6703,688.82,2324.0,spy
2025-10-29 13:04:00,688.82,688.8856,688.76,688.79,7338.0,spy
2025-10-29 13:05:00,688.8,688.98,688.8,688.97,3849.0,spy
2025-10-29 13:06:00,688.92,688.92,688.88,688.9,8894.0,spy
2025-10-29 13:07:00,688.83,688.9091,688.82,688.88,2178.0,spy
2025-10-29 13:08:00,688.93,688.93,688.85,688.85,1857.0,spy
2025-10-29 13:09:00,688.88,688.88,688.86,688.86,708.0,spy
2025-10-29 13:10:00,688.85,688.85,688.81,688.84,1101.0,spy
2025-10-29 13:11:00,688.7938,688.82,688.77,688.77,2109.0,spy
2025-10-29 13:12:00,688.77,688.8,688.77,688.8,16950.0,spy
2025-10-29 13:13:00,688.8,688.84,688.8,688.84,22828.0,spy
2025-10-29 13:14:00,688.87,688.9,688.87,688.9,2187.0,spy
2025-10-29 13:15:00,688.8668,688.9,688.83,688.85,5378.0,spy
2025-10-29 13:16:00,688.85,688.9199,688.85,688.89,2995.0,spy
2025-10-29 13:17:00,688.9151,689.0,688.9151,688.98,6502.0,spy
2025-10-29 13:18:00,688.97,689.0,688.94,688.98,2253.0,spy
2025-10-29 13:19:00,689.0,689.0086,688.95,688.95,2364.0,spy
2025-10-29 13:20:00,688.91,688.94,688.91,688.91,3113.0,spy
2025-10-29 13:21:00,688.97,688.98,688.93,688.95,2799.0,spy
2025-10-29 13:22:00,688.89,688.9,688.8294,688.8294,7622.0,spy
2025-10-29 13:23:00,688.8,688.87,688.79,688.83,8318.0,spy
2025-10-29 13:24:00,688.84,688.84,688.79,688.79,5272.0,spy
2025-10-29 13:25:00,688.81,688.97,688.81,688.96,9819.0,spy
2025-10-29 13:26:00,688.91,688.91,688.79,688.81,5193.0,spy
2025-10-29 13:27:00,688.8,688.97,688.78,688.92,12844.0,spy
2025-10-29 13:28:00,688.91,688.91,688.71,688.78,16122.0,spy
2025-10-29 13:29:00,688.79,688.79,688.7,688.71,28818.0,spy
2025-10-29 13:30:00,688.72,688.75,688.15,688.18,769688.0,spy
2025-10-29 13:31:00,688.17,688.64,688.15,688.59,413774.0,spy
2025-10-29 13:32:00,688.595,688.9,688.52,688.89,300359.0,spy
2025-10-29 13:33:00,688.89,688.94,688.685,688.76,282301.0,spy
2025-10-29 13:34:00,688.77,688.87,688.69,688.83,258003.0,spy
2025-10-29 13:35:00,688.84,688.94,688.66,688.79,298307.0,spy
2025-10-29 13:36:00,688.79,689.08,688.73,688.99,309155.0,spy
2025-10-29 13:37:00,688.9954,689.04,688.81,688.85,228714.0,spy
2025-10-29 13:38:00,688.85,688.92,688.74,688.9,250133.0,spy
2025-10-29 13:39:00,688.9,689.04,688.84,688.87,249570.0,spy
2025-10-29 13:40:00,688.88,688.89,688.66,688.82,270354.0,spy
2025-10-29 13:41:00,688.8235,689.0244,688.8,688.96,220941.0,spy
2025-10-29 13:42:00,688.955,689.07,688.86,688.995,196896.0,spy
2025-10-29 13:43:00,688.99,689.08,688.87,689.005,187335.0,spy
2025-10-29 13:44:00,689.01,689.26,688.98,689.23,207403.0,spy
2025-10-29 13:45:00,689.24,689.36,688.98,688.99,338312.0,spy
2025-10-29 13:46:00,689.02,689.19,688.93,689.15,254492.0,spy
2025-10-29 13:47:00,689.1549,689.275,689.0207,689.055,219473.0,spy
2025-10-29 13:48:00,689.04,689.095,688.72,688.855,354682.0,spy
2025-10-29 13:49:00,688.88,689.07,688.815,688.9201,234324.0,spy
2025-10-29 13:50:00,688.92,688.96,688.71,688.96,247893.0,spy
2025-10-29 13:51:00,688.955,689.38,688.84,689.16,435827.0,spy
2025-10-29 13:52:00,689.17,689.36,689.17,689.36,151565.0,spy
2025-10-29 13:53:00,689.35,689.375,689.23,689.27,118691.0,spy
2025-10-29 13:54:00,689.265,689.4,689.265,689.29,166168.0,spy
2025-10-29 13:55:00,689.29,689.45,689.2223,689.36,219265.0,spy
2025-10-29 13:56:00,689.3614,689.54,689.33,689.48,273063.0,spy
2025-10-29 13:57:00,689.47,689.69,689.415,689.58,168791.0,spy
2025-10-29 13:58:00,689.595,689.64,689.52,689.57,147840.0,spy
2025-10-29 13:59:00,689.57,689.59,689.44,689.57,206338.0,spy
2025-10-29 14:00:00,689.59,689.685,689.47,689.485,168648.0,spy
2025-10-29 14:01:00,689.49,689.7,689.475,689.49,189369.0,spy
2025-10-29 14:02:00,689.5,689.52,689.24,689.255,147498.0,spy
2025-10-29 14:03:00,689.27,689.33,689.09,689.28,189756.0,spy
2025-10-29 14:04:00,689.27,689.32,689.14,689.1851,122297.0,spy
2025-10-29 14:05:00,689.18,689.19,689.03,689.07,211122.0,spy
2025-10-29 14:06:00,689.07,689.155,688.92,689.01,230659.0,spy
2025-10-29 14:07:00,688.99,689.05,688.84,688.851,137778.0,spy
2025-10-29 14:08:00,688.83,688.87,688.68,688.86,219972.0,spy
2025-10-29 14:09:00,688.85,688.905,688.7403,688.85,143118.0,spy
2025-10-29 14:10:00,688.84,689.015,688.84,689.005,150625.0,spy
2025-10-29 14:11:00,689.01,689.055,688.76,688.77,173301.0,spy
2025-10-29 14:12:00,688.76,688.78,688.45,688.66,285367.0,spy
2025-10-29 14:13:00,688.66,688.89,688.645,688.87,246274.0,spy
2025-10-29 14:14:00,688.88,689.0,688.7,688.79,185944.0,spy
2025-10-29 14:15:00,688.79,688.896,688.74,688.77,135571.0,spy
2025-10-29 14:16:00,688.765,688.875,688.72,688.81,98952.0,spy
2025-10-29 14:17:00,688.81,688.8701,688.74,688.74,112981.0,spy
2025-10-29 14:18:00,688.74,688.785,688.58,688.6,165564.0,spy
2025-10-29 14:19:00,688.59,688.75,688.53,688.71,145870.0,spy
2025-10-29 14:20:00,688.72,688.79,688.575,688.78,159253.0,spy
2025-10-29 14:21:00,688.79,688.95,688.74,688.93,151495.0,spy
2025-10-29 14:22:00,688.92,689.04,688.87,688.99,125905.0,spy
2025-10-29 14:23:00,689.0,689.05,688.7,688.85,161912.0,spy
2025-10-29 14:24:00,688.85,688.95,688.84,688.87,112084.0,spy
2025-10-29 14:25:00,688.85,688.91,688.64,688.69,214845.0,spy
2025-10-29 14:26:00,688.71,688.815,688.65,688.735,127508.0,spy
2025-10-29 14:27:00,688.73,688.93,688.73,688.9,139536.0,spy
2025-10-29 14:28:00,688.89,688.91,688.77,688.83,160369.0,spy
2025-10-29 14:29:00,688.85,689.01,688.77,688.98,137808.0,spy
2025-10-29 14:30:00,688.98,689.08,688.885,688.97,126968.0,spy
2025-10-29 14:31:00,688.96,689.1101,688.96,689.01,157215.0,spy
2025-10-29 14:32:00,689.01,689.06,688.79,688.87,174615.0,spy
2025-10-29 14:33:00,688.86,688.895,688.74,688.825,199950.0,spy
2025-10-29 14:34:00,688.83,688.91,688.775,688.86,119155.0,spy
2025-10-29 14:35:00,688.88,688.93,688.7415,688.87,183356.0,spy
2025-10-29 14:36:00,688.88,688.975,688.875,688.89,141327.0,spy
2025-10-29 14:37:00,688.89,688.96,688.74,688.79,147707.0,spy
2025-10-29 14:38:00,688.79,688.9,688.67,688.7,129825.0,spy
2025-10-29 14:39:00,688.71,688.79,688.66,688.76,153132.0,spy
2025-10-29 14:40:00,688.76,688.8,688.525,688.54,191542.0,spy
2025-10-29 14:41:00,688.5488,688.81,688.53,688.7044,168265.0,spy
2025-10-29 14:42:00,688.7,688.76,688.5,688.53,148352.0,spy
2025-10-29 14:43:00,688.52,688.535,688.37,688.425,251321.0,spy
2025-10-29 14:44:00,688.42,688.42,688.19,688.28,238623.0,spy
2025-10-29 14:45:00,688.29,688.54,688.27,688.53,147211.0,spy
2025-10-29 14:46:00,688.54,688.54,688.205,688.38,158319.0,spy
2025-10-29 14:47:00,688.37,688.51,688.29,688.4999,142260.0,spy
2025-10-29 14:48:00,688.495,688.515,688.3,688.37,143703.0,spy
2025-10-29 14:49:00,688.37,688.43,688.09,688.12,292820.0,spy
2025-10-29 14:50:00,688.12,688.24,687.81,688.0,307789.0,spy
2025-10-29 14:51:00,688.0,688.49,687.995,688.47,301635.0,spy
2025-10-29 14:52:00,688.47,688.6,688.33,688.37,215751.0,spy
2025-10-29 14:53:00,688.38,688.52,688.37,688.39,141258.0,spy
2025-10-29 14:54:00,688.38,688.56,688.38,688.465,173043.0,spy
2025-10-29 14:55:00,688.47,688.49,688.3,688.34,132973.0,spy
2025-10-29 14:56:00,688.34,688.44,688.315,688.38,178129.0,spy
2025-10-29 14:57:00,688.375,688.485,688.34,688.46,247024.0,spy
2025-10-29 14:58:00,688.452,688.475,688.285,688.33,154067.0,spy
2025-10-29 14:59:00,688.32,688.425,688.31,688.35,138779.0,spy
2025-10-29 15:00:00,688.36,688.465,688.33,688.41,212207.0,spy
2025-10-29 15:01:00,688.43,688.44,688.255,688.3999,166046.0,spy
2025-10-29 15:02:00,688.38,688.49,688.34,688.46,158163.0,spy
2025-10-29 15:03:00,688.455,688.46,688.13,688.165,208005.0,spy
2025-10-29 15:04:00,688.165,688.185,688.05,688.0572,154191.0,spy
2025-10-29 15:05:00,688.05,688.45,688.05,688.41,173629.0,spy
2025-10-29 15:06:00,688.42,688.5,688.295,688.48,147861.0,spy
2025-10-29 15:07:00,688.495,688.54,688.39,688.49,166039.0,spy
2025-10-29 15:08:00,688.49,688.5,688.355,688.41,127028.0,spy
2025-10-29 15:09:00,688.415,688.46,688.35,688.37,993121.0,spy
2025-10-29 15:10:00,688.39,688.42,688.105,688.185,219087.0,spy
2025-10-29 15:11:00,688.19,688.28,688.165,688.24,125560.0,spy
2025-10-29 15:12:00,688.245,688.28,688.08,688.26,143465.0,spy
2025-10-29 15:13:00,688.25,688.38,688.125,688.37,173025.0,spy
2025-10-29 15:14:00,688.37,688.44,688.32,688.37,122184.0,spy
